OBJECTID,TARGET_FID,id,permit_,permit_typ,review_typ,date_appli,time_appli,date_issue,time_issue,processing,street_num,street_dir,street_nam,suffix,work_descr,building_f,zoning_fee,other_fee_,subtotal_p,building_2,zoning_f_2,other_fe_2,subtotal_u,building_3,zoning_f_3,other_fe_3,subtotal_w,total_fee,community_,census_tra,ward,xcoordinat,ycoordinat,latitude,longitude,Name
306,98865,3256883,100971233,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,5/10/2022 0:00,00:00.0,5/10/2022 0:00,00:00.0,0,2241,W,POLK,ST,TUCKPOINTING - NO STRUCTURAL WORK - 2200 SQFT,475,50,0,525,0,0,0,0,0,0,0,0,525,28,838200,28,1161427.207,1896352.124,41.87126991,-87.68280883,260/275
307,99313,2409398,100459962,PERMIT - SIGNS,SIGN PERMIT,11/6/2012 0:00,00:00.0,11/15/2013 0:00,00:00.0,374,1924,W,NORTH,AVE,AWNING ON  NORTH AVENUE,0,200,0,200,100,0,0,100,0,0,0,0,300,24,240300,32,1163144.086,1910704.437,41.91061792,-87.67610192,324
308,99314,2409408,100459967,PERMIT - SIGNS,SIGN PERMIT,11/6/2012 0:00,00:00.0,11/15/2013 0:00,00:00.0,374,1924,W,NORTH,AVE,AWNING ON WINCHESTER AVENUE,0,200,0,200,100,0,0,100,0,0,0,0,300,24,240300,32,1163144.086,1910704.437,41.91061792,-87.67610192,324
309,99666,2568991,100545033,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,8/26/2014 0:00,00:00.0,2/19/2015 0:00,00:00.0,177,926,S,BELL,AVE,"NEW SINGLE FAMILY RESIDENCE WITH DETACHED GARAGE.  SCOPE OF WORK INCLUDES ARCHITECTURAL, STRUCTURAL, MECHANICAL, ELECTRICAL AND PLUMBING WORK.",1300,150,940,2390,0,0,0,0,0,0,0,0,2390,28,838200,25,1161490.427,1895733.966,41.86957231,-87.68259393,260/275
310,99906,1941040,100246472,PERMIT - NEW CONSTRUCTION,SELF CERT,7/11/2008 0:00,00:00.0,7/15/2008 0:00,00:00.0,4,3301,W,LEXINGTON,ST,NEW CONSTRUCTION 2-STORY SINGLE FAMILY FRAME RESIDENCE W/ BASEMENT MORE THAN 50% BELOW GRADE.  GREEN PERMIT PROGRAM.,0,150,100,250,0,0,0,0,555.66,0,0,555.66,805.66,27,2716,24,1154453.785,1896470.131,41.8717359,-87.70840782,244
311,99907,1941065,100246495,PERMIT - NEW CONSTRUCTION,SELF CERT,7/11/2008 0:00,00:00.0,7/15/2008 0:00,00:00.0,4,3303,W,LEXINGTON,ST,NEW CONSTRUCTION 2-STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT MORE THAN 50% BELOW GRADE.  GREEN PERMIT PROGRAM,0,150,100,250,0,0,0,0,555.66,0,0,555.66,805.66,27,2716,24,1154433.22,1896469.644,41.87173497,-87.70848333,244
312,99908,1941075,100246505,PERMIT - NEW CONSTRUCTION,SELF CERT,7/11/2008 0:00,00:00.0,7/15/2008 0:00,00:00.0,4,3307,W,LEXINGTON,ST,NEW CONSTRUCTION 2-STORY FRAME CONSTRUCTION SINGLE FAMILY RESIDENCE WITH BASEMENT MORE THAN 50% BELOW GRADE.,0,150,100,250,0,0,0,0,555.66,0,0,555.66,805.66,27,2716,24,1154392.058,1896468.678,41.87173314,-87.70863448,244
313,99916,1967060,100261487,PERMIT - NEW CONSTRUCTION,SELF CERT,10/7/2008 0:00,00:00.0,10/8/2008 0:00,00:00.0,1,3254,W,LEXINGTON,ST,ERECT TWO (2)STORY FRAME SINGLE FAMILY RESIDENCE NEW CONSTRUCTION WITH GARDEN BASEMENT 50% BELOW GRADE.  CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.  CHICAGO GREEN PERMIT.,0,75,100,175,0,0,0,0,516.75,0,0,516.75,691.75,27,2716,24,1154559.419,1896552.655,41.87196024,-87.70801778,244
314,99917,1970474,100263180,PERMIT - NEW CONSTRUCTION,SELF CERT,10/17/2008 0:00,00:00.0,10/17/2008 0:00,00:00.0,0,3303,W,LEXINGTON,ST,REVISION TO PERMIT #100246495.  CHANGE SPACING OF 14in OPEN WEB WOOD TRUSSES FROM 16in O.C. TO 19in O.C. ON FIRST AND SECOND FLOORS.,361.62,75,0,436.62,0,0,0,0,0,0,0,0,436.62,27,2716,24,1154433.22,1896469.644,41.87173497,-87.70848333,244
315,99918,1970478,100263183,PERMIT - NEW CONSTRUCTION,SELF CERT,10/17/2008 0:00,00:00.0,10/17/2008 0:00,00:00.0,0,3307,W,LEXINGTON,ST,REVISION TO PERMIT #100246505.  CHANGE SPACING OF 14in OPEN WEB WOOD TRUSSES FROM 16in O.C. TO 19in O.C. ON FIRST AND SECOND FLOORS.,361.62,75,0,436.62,0,0,0,0,0,0,0,0,436.62,27,2716,24,1154392.058,1896468.678,41.87173314,-87.70863448,244
316,99919,1972992,100264499,PERMIT - NEW CONSTRUCTION,SELF CERT,10/28/2008 0:00,00:00.0,10/28/2008 0:00,00:00.0,0,3309,W,LEXINGTON,ST,"2-STORY W/ GARDEN BASEMENT, SINGLE FAMILY NEW CONSTRUCTION FRAME RESIDENCE (CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION)",0,75,100,175,0,0,0,0,1000,0,0,1000,1175,27,2716,24,1154371.493,1896468.207,41.87173226,-87.70871,244
317,100611,2990271,100792347,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,11/8/2018 0:00,00:00.0,11/8/2018 0:00,00:00.0,0,1754,N,CENTRAL,AVE,"replace and/or repair drywall, replace windows and add thin brick veneer on front exterior wall, repair/ replace approx 25ft of duct work",450,75,0,525,0,0,0,0,0,0,0,0,525,25,250400,29,1138728.106,1911341.754,41.91284515,-87.76578268,16
318,100637,3133538,100882785,PERMIT - RENOVATION/ALTERATION,SELF CERT,10/6/2020 0:00,00:00.0,10/6/2020 0:00,00:00.0,0,1364,W,HURON,ST,"SELF CERTIFICATION:REVISION TO PERMIT NO. 100865762, TO:1. ADD A REAR SECOND FLOOR ADDITION THAT FOLLOWS THE REAR FIRST FLOOR. ADDITION SIZE:   19ft WIDE X 13ft DEEP.2. KEEP EXISTING SECOND FLOOR FRONT BALCONY.3. CHANGE ROOF FROM GABLE TO FLAT ROOF.4. CONT",1076.74,50,0,1126.74,0,0,0,0,0,0,0,0,1126.74,24,243400,1,1166993.637,1904839.059,41.89444112,-87.66212874,292
319,100657,3167993,100908580,PERMIT - NEW CONSTRUCTION,SELF CERT,6/2/2021 0:00,00:00.0,6/2/2021 0:00,00:00.0,0,1364,W,HURON,ST,"SELF-CERTIFICATION 2019 CBC:.ERECT A 21 FEET X 21ft FRAME 2 CAR GARAGE WITH ROOF DECK, PER PLANS.CURRENT USE: RESIDENTIAL PROPOSED USE: RESIDENTIAL",700,150,0,850,0,0,0,0,0,0,0,0,850,24,243400,1,1166993.637,1904839.059,41.89444112,-87.66212874,292
320,102317,2299733,100406542,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,8/26/2011 0:00,00:00.0,11/28/2011 0:00,00:00.0,94,3036,S,KOSTNER,AVE,BASEMENT DWELLING UNIT DECONVERSION. DECONVERT 2 DWELLING UNITS TO SINGLE FAMILY RESIDENCE,750,75,0,825,0,0,0,0,0,0,0,0,825,30,3018,22,1147507.022,1883941.72,41.83749229,-87.73423332,49
321,103559,2672735,100603785,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,7/8/2015 0:00,00:00.0,7/8/2015 0:00,00:00.0,0,750,S,HOMAN,AVE,REPLACE ROOF (NO MEP) (NO STRUCTURAL WORK)- ALL WORK SAME AS EXISTING; SUBJECT TO FIELD INSPECTIONS,300,50,0,350,0,0,0,0,0,0,0,0,350,27,271500,24,1153790.485,1896268.991,41.87119717,-87.71084843,244
322,104495,1405155,100021380,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,12/9/2004 0:00,00:00.0,7/7/2007 0:00,00:00.0,940,906,S,BELL,AVE,SERVICE UPGRADE 200 AMP,50,0,0,50,0,0,0,0,0,0,0,0,50,0,0,0,1161485.194,1895920.874,41.87008531,-87.68260794,260/275
323,104883,1588794,100060931,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,8/4/2005 0:00,00:00.0,1/12/2006 0:00,00:00.0,161,1555,N,WOOD,ST,"ADD NEW ROOF DECKS AND STAIR EXTENSION TO EXISTING 4 STORY MASONRY BUILDING, ADD (6) NEW BALCONIES TO SOUTHSIDE OF BUILDING AS PER PLANS",750,75,625,1450,0,0,0,0,0,0,0,0,1450,0,0,0,1164145.812,1910633.161,41.91040121,-87.67242398,324
324,105278,1611683,100071451,PERMIT - WRECKING/DEMOLITION,DEMOLITION PERMIT,10/6/2005 0:00,00:00.0,2/8/2006 0:00,00:00.0,125,1843,W,NORTH,AVE,WRECK AND REMOVE A 2 STORY BRICK,110,0,0,110,0,0,0,0,0,0,0,0,110,0,0,0,1163640.677,1910637.909,41.91042491,-87.67427951,324
325,105438,1615186,100073414,PERMIT - NEW CONSTRUCTION,SELF CERT,10/18/2005 0:00,00:00.0,2/2/2006 0:00,00:00.0,107,1431,S,HALSTED,ST,"Errect 3 story masonry building, 12 dwelling units, 3B construction in PD#549. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.",8997.2,225,0,9222.2,0,0,0,0,0,0,0,0,9222.2,0,0,0,1171304.027,1893261.076,41.86257672,-87.64663828,153
326,105439,1615194,100073419,PERMIT - NEW CONSTRUCTION,SELF CERT,10/18/2005 0:00,00:00.0,2/2/2006 0:00,00:00.0,107,757,W,14TH,ST,"Errect 3 story masonry building, 12 dwelling units, 3B construction, PD#549. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.",8997.2,225,0,9222.2,0,0,0,0,0,0,0,0,9222.2,0,0,0,1171288.219,1893580.289,41.86345301,-87.64668694,153
327,105695,1620698,100076596,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,11/3/2005 0:00,00:00.0,7/7/2007 0:00,00:00.0,611,2700,S,KEDZIE,AVE,REMOVE EXISTING LIGHT POLES AND REPLACING WITH NEW 4 FIXTURES.INSTALL 100AMP SERVICE TO HOUSE LIGHTING CIRCUITS ONLY.....,104,0,0,104,0,0,0,0,0,0,0,0,104,0,0,0,1155424.799,1885860.534,41.84260253,-87.70512781,157
328,106619,1632710,100083652,PERMIT - RENOVATION/ALTERATION,SELF CERT,12/13/2005 0:00,00:00.0,1/4/2006 0:00,00:00.0,22,1600,W,13TH,ST,"INTERIOR BUILD-OUT FOR A 6,600 S.F. SPACE, SPACE B3, FOR ANNAftS LINEN (TENANT IN EXISTING SHOPPING CENTER BUILDING) PER PLANS.                                                                                                     -CONDITIONAL PERMIT, SUBJEC",1453,75,0,1528,0,0,0,0,0,0,0,0,1528,0,0,0,1165894.702,1894170.317,41.86518876,-87.66646924,55
329,107189,1636442,100085927,PERMIT - PORCH CONSTRUCTION,STANDARD PLAN REVIEW,12/21/2005 0:00,00:00.0,1/4/2006 0:00,00:00.0,14,1635,N,HONORE,ST,Erect deck on garage roof per plans.,130,50,0,180,0,0,0,0,0,0,0,0,180,0,0,0,1163799.559,1911065.906,41.91159601,-87.67368375,324
330,107732,1638732,100087455,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,1/3/2006 0:00,00:00.0,1/3/2006 0:00,00:00.0,0,4726,W,JACKSON,BLVD,REPLACE 1 FURNACE,65,0,0,65,0,0,0,0,0,0,0,0,65,0,0,0,1144798.181,1898309.98,41.8769721,-87.74381137,57
331,108549,1640450,100088553,PERMIT - SIGNS,SIGN PERMIT,1/9/2006 0:00,00:00.0,1/9/2006 0:00,00:00.0,0,1600,W,13TH,ST,FRONT OF BUILDING  386347,64,0,0,64,0,0,0,0,0,0,0,0,64,0,0,0,1165894.702,1894170.317,41.86518876,-87.66646924,55
332,108609,1640581,100088627,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,1/18/2006 0:00,00:00.0,4/17/2006 0:00,00:00.0,89,1825,W,WABANSIA,AVE,Alteration / Addition to existing 2 unit 2 story masonry structure per plans. Conditional permit subject to field inspection.,7562.5,75,0,7637.5,0,0,0,0,0,0,0,0,7637.5,0,0,0,1163793.871,1911306.492,41.91225631,-87.67369785,324
333,109451,1642667,100089902,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,1/13/2006 0:00,00:00.0,1/13/2006 0:00,00:00.0,0,2229,W,TAYLOR,ST,REPAIR EXTERIOR WALL RESETTING BRICKS AND TUCKPOINT CRACKS SAME AS EXISTING NO STRUCTURAL WORK.,99.9,75,0,174.9,0,0,0,0,0,0,0,0,174.9,0,0,0,1161549.687,1895496.992,41.8689208,-87.68238296,260/275
334,110452,1645337,100091486,PERMIT - NEW CONSTRUCTION,SELF CERT,1/23/2006 0:00,00:00.0,6/5/2006 0:00,00:00.0,133,1415,S,HALSTED,ST,"Erect 3 story type 3B residential building w/ 18 units in PD#549 per plans.                                                                                                                                      -CONDITIONAL PERMIT, SUBJECT TO FIELD VERIFIC",12552.8,400,0,12952.8,0,0,0,0,0,0,0,0,12952.8,0,0,0,1171299.058,1893449.425,41.86309367,-87.64665099,153
335,110772,1646086,100091948,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,1/25/2006 0:00,00:00.0,1/25/2006 0:00,00:00.0,0,3448,W,EVERGREEN,AVE,"ERECT A FRAME GARAGE 20ftX22ftX12ft WITH BASIC ELECTRIC, STANDARD SIZE OVERHEAD AND SERVICE DOORS, 20ftWX6ftL PATIO ROOF, 4- 4X4 CEDAR POSTS FOR PATIO, COUNTRY GEMS ON ALL 3 DOORS, 2 SQ FT ROOF VENTS AND ALLEY ACCESS.",194,50,0,244,0,0,0,0,0,0,0,0,244,0,0,0,1152920.879,1908803.233,41.90560966,-87.7137088,306
336,110905,1646421,100092143,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1/26/2006 0:00,00:00.0,1/26/2006 0:00,00:00.0,0,1754,N,LINDER,AVE,one service of 3 meters of 200 amps,50,0,150,200,0,0,0,0,0,0,0,0,200,0,0,0,1139411.905,1911349.579,41.91285418,-87.76327034,16
337,111508,1647741,100092967,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,5/17/2006 0:00,00:00.0,5/17/2006 0:00,00:00.0,0,2217,W,TAYLOR,ST,REPLACE EXTG. WOOD PORCH W/NEW WOOD PORCH SAME FOOTPRINT AS PER PLANS,160,75,0,235,0,0,0,0,0,0,0,0,235,0,0,0,1161649.714,1895499.528,41.86892567,-87.68201567,260/275
338,111598,1647969,100093104,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,1/31/2006 0:00,00:00.0,1/31/2006 0:00,00:00.0,0,740,N,SAWYER,AVE,"REPAIR SHINGLES, WINDOWS, & TUCKPOINTING SAME AS EXISTING.",85,50,0,135,0,0,0,0,0,0,0,0,135,0,0,0,1154528.767,1904925.466,41.89493669,-87.70790629,281
339,111640,1648030,100093142,PERMIT - PORCH CONSTRUCTION,STANDARD PLAN REVIEW,2/15/2006 0:00,00:00.0,2/15/2006 0:00,00:00.0,0,2306,W,TAYLOR,ST,3 story porch per plans,130,75,0,205,0,0,0,0,0,0,0,0,205,0,0,0,1161121.389,1895565.425,41.86911749,-87.68395345,260/275
340,111749,1648388,100093363,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,2/1/2006 0:00,00:00.0,2/1/2006 0:00,00:00.0,0,3246,W,POLK,ST,"REPAIRS DUE TO FIRE DAMAGE: REPLACE DRYWALL 1/2in AND 5/8in WITH ELECTRICAL WORK, REPLACE WINDOWS AND DOORS, NO PLUMBING, ALL WORK SAME AS EXISTING.",400,50,0,450,0,0,0,0,0,0,0,0,450,0,0,0,1154651.385,1896222.116,41.87105137,-87.70768898,244
341,111820,1648579,100093464,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2/1/2006 0:00,00:00.0,2/1/2006 0:00,00:00.0,0,1010,N,KEDZIE,AVE,installation of low voltage security system,40,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,1154809.067,1906605.878,41.89954228,-87.70683175,281
342,111865,1648740,100093587,PERMIT - SIGNS,SIGN PERMIT,2/2/2006 0:00,00:00.0,2/2/2006 0:00,00:00.0,0,800,N,KEDZIE,AVE,front of building,51.5,0,0,51.5,0,0,0,0,0,0,0,0,51.5,0,0,0,1154853.936,1905175.142,41.89561531,-87.70670533,281
343,111867,1648743,100093589,PERMIT - SIGNS,SIGN PERMIT,2/2/2006 0:00,00:00.0,2/2/2006 0:00,00:00.0,0,800,N,KEDZIE,AVE,front of building 386637,47,0,0,47,0,0,0,0,0,0,0,0,47,0,0,0,1154853.936,1905175.142,41.89561531,-87.70670533,281
344,112079,1649258,100093894,PERMIT - WRECKING/DEMOLITION,DEMOLITION PERMIT,3/1/2006 0:00,00:00.0,3/1/2006 0:00,00:00.0,0,1645,N,HONORE,ST,WRECK AND REMOVE 2 STORY BUILDING,110,0,0,110,0,0,0,0,0,0,0,0,110,0,0,0,1163797.01,1911168.953,41.91187883,-87.6736902,324
345,112307,1649710,100094217,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,2/7/2006 0:00,00:00.0,2/7/2006 0:00,00:00.0,0,1645,N,HONORE,ST,"ERECT NEW 3 STORY MASONRY SINGLE FAMILY RESIDENCE WITH DETACHED 2 CAR MASONRY GARAGE AS PER PLANS.  CONDITIONAL PERMIT PENDING FIELD VERIFICATION. IN ADDITION, THIS PERMIT WILL BE VOID IF A WRECKING PERMIT IS NOT ON SITE WITHIN 30 DAYS OF THE DATE PRINTE",1596.55,225,0,1821.55,0,0,0,0,0,0,0,0,1821.55,0,0,0,1163797.01,1911168.953,41.91187883,-87.6736902,324
346,112407,1649971,100094359,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,2/6/2006 0:00,00:00.0,2/23/2006 0:00,00:00.0,17,1859,W,WABANSIA,AVE,RENNOVATION OF AND ADDITION TO EXISTING MULTI-UNIT BUILDING TO DECONVERT TO SFR AS PER PLANS,7322.5,150,0,7472.5,0,0,0,0,0,0,0,0,7472.5,0,0,0,1163437.75,1911296.711,41.91223698,-87.67500641,324
347,112523,1650298,100094567,PERMIT - PORCH CONSTRUCTION,STANDARD PLAN REVIEW,2/7/2006 0:00,00:00.0,2/7/2006 0:00,00:00.0,0,2223,W,TAYLOR,ST,REPAIRS TO EXISTING PORCH PER PLANS AND BASEMENT RETAINING WALL,99.9,50,0,149.9,0,0,0,0,0,0,0,0,149.9,0,0,0,1161599.763,1895498.337,41.86892345,-87.68219909,260/275
348,112800,1650901,100094942,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,2/8/2006 0:00,00:00.0,2/8/2006 0:00,00:00.0,0,1349,W,HURON,ST,"REPLACE EXISTING 58ftft UL GYP TYPE ftftXftft, DOORS & WINDOWS, CERAMIC TILES, REPLACE PLUMBING FIXTURES AND WATER HEATERS, ELECTIRC REPAIR WORK.  ALL WORK SAME AS EXISTING. WORK TO BE DONE THROUGOUT BUILDING.",803,75,0,878,0,0,0,0,0,0,0,0,878,0,0,0,1167168.335,1904764.106,41.89423169,-87.66148928,292
349,112934,1651207,100095117,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,2/9/2006 0:00,00:00.0,5/5/2006 0:00,00:00.0,85,749,S,SPAULDING,AVE,"Interior alterations to existing 12 unit residential building including new HVAC, Electric and Plumbing.(porches are not part of this permit)",7591,75,0,7666,0,0,75,75,0,0,0,0,7741,0,0,0,1154532.702,1896311.342,41.87129859,-87.70812233,244
350,113292,1651968,100095563,PERMIT - PORCH CONSTRUCTION,STANDARD PLAN REVIEW,2/10/2006 0:00,00:00.0,2/28/2006 0:00,00:00.0,18,749,S,SPAULDING,AVE,REBUILD TWO PORCHES OPEN WOOD AS PER PLANS,460,50,0,510,0,0,0,0,0,0,0,0,510,0,0,0,1154532.702,1896311.342,41.87129859,-87.70812233,244
351,113516,1652341,100095859,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,,,3/7/2006 0:00,00:00.0,0,800,N,KEDZIE,AVE,Installation of a low voltage alarm system,80,0,0,80,0,0,0,0,0,0,0,0,80,0,0,0,1154853.936,1905175.142,41.89561531,-87.70670533,281
352,114177,1653755,100096725,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,2/17/2006 0:00,00:00.0,8/15/2006 0:00,00:00.0,179,1900,W,NORTH,AVE,Repair & replace defective structural members/install load supports in basement/repair cornice & parapet/install new rear stair light as per plans.,510,75,0,585,0,0,0,0,0,0,0,0,585,0,0,0,1163421.453,1910711.982,41.91063279,-87.67508276,324
353,114388,1654197,100097080,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2/21/2006 0:00,00:00.0,2/21/2006 0:00,00:00.0,0,5725,W,ERIE,ST,REPLACE DEFECTIVE METER SOCKET ON 100 AMP SERVICE.,40,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,1137900.944,1903678.877,41.89183226,-87.76900671,268
354,114393,1654203,100097085,PERMIT - PORCH CONSTRUCTION,STANDARD PLAN REVIEW,2/21/2006 0:00,00:00.0,2/23/2006 0:00,00:00.0,2,2231,W,TAYLOR,ST,REPLACE 2 STORY REAR PORCH SAME SIZE AND LOCATION AS EXISTING PER PLANS BY LIC. ARCHITECT,90,50,0,140,0,0,0,0,0,0,0,0,140,0,0,0,1161520.086,1895496.197,41.86891923,-87.68249166,260/275
355,115690,1657131,100098956,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,3/1/2006 0:00,00:00.0,5/3/2006 0:00,00:00.0,63,816,N,NOBLE,ST,installation of comed low voltage a/c timer,40,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,1166868.913,1905657.753,41.89669035,-87.6625633,292
356,116351,1658913,100099941,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,3/7/2006 0:00,00:00.0,3/7/2006 0:00,00:00.0,0,1657,N,LINDER,AVE,"TOTAL THREE METERS, ONE FOR PUBLIC AND SERVICE UPGRADE ON REAR. NO NEW CIRCUITS.",50,0,0,50,0,0,0,0,0,0,0,0,50,0,0,0,1139514.397,1910707.872,41.91109139,-87.76290948,16
357,116849,1659936,100100586,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,3/9/2006 0:00,00:00.0,3/9/2006 0:00,00:00.0,0,742,N,SAWYER,AVE,3 GANG METER BOXES FOR 2 APARTMENTS & 1 PUBLIC,40,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,1154528.122,1904946.136,41.89499342,-87.7079081,281
358,116904,1660022,100100651,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,3/9/2006 0:00,00:00.0,3/9/2006 0:00,00:00.0,0,3538,W,POLK,ST,INSTALL ELECTRICAL 2 PANELS AND 6 CIRCUITS ONLY.....,60,0,0,60,0,0,0,0,0,0,0,0,60,0,0,0,1152746.161,1896177.5,41.87096683,-87.71468497,244
359,116981,1660204,100100764,PERMIT - PORCH CONSTRUCTION,STANDARD PLAN REVIEW,3/10/2006 0:00,00:00.0,3/14/2006 0:00,00:00.0,4,1629,N,HONORE,ST,REPLACE EXISTING 2 STORY PORCH ON EXG. 2 D.U. PER PLANS BY LIC. ARCHITECT,105,75,0,180,0,0,0,0,0,0,0,0,180,0,0,0,1163801.088,1911004.08,41.91142632,-87.67367988,324
360,117613,1661606,100101688,PERMIT - NEW CONSTRUCTION,TRADITIONAL DEVELOPER SERVICES,3/15/2006 0:00,00:00.0,3/28/2006 0:00,00:00.0,13,1351,S,HALSTED,ST,"Erect a new 3 Story 33 Dwelling Unit Buildings Per Plans. Dwelling units include addresses at 756 & 758 W. 14th Street, 1355 & 1351 S. Halsted St. and 757 W. Liberty St.",21636.7,575,0,22211.7,0,0,0,0,0,0,31619,31619,53830.7,0,0,0,1171289.096,1893757.055,41.86393805,-87.64667853,153
361,118003,1662432,100102227,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,3/17/2006 0:00,00:00.0,6/16/2006 0:00,00:00.0,91,2301,W,TAYLOR,ST,ERECT NEW 2-STORY BUILDING with first floor retail and 2 dufts on the 2nd floor.w/attached garage as per plans.(conditional permit pending field inspection.),3579.9,75,1252,4906.9,0,0,0,0,0,0,0,0,4906.9,0,0,0,1161187.645,1895487.077,41.86890111,-87.68371238,260/275
362,118032,1662533,100102277,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,3/17/2006 0:00,00:00.0,4/6/2006 0:00,00:00.0,20,1843,W,NORTH,AVE,"ERECT 4 STORY 6DU, 2 COMMERCIAL UNIT, 3B BUILDING AS PER PLANS WITH ATTACHED GARAGE.",8676.16,150,3756,12582.16,0,0,0,0,0,0,0,0,12582.16,0,0,0,1163640.677,1910637.909,41.91042491,-87.67427951,324
363,118433,1663601,100102898,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,7/5/2006 0:00,00:00.0,7/11/2006 0:00,00:00.0,6,1407,S,EMERALD,AVE,ERECT A NEW 2 STORY FRAME SINGLE FAMILY RESIDENCE PER PLANS. CONDITIONAL PERMIT SUBJECT TO INSPECTION.,1239.02,75,0,1314.02,0,0,0,0,0,0,0,0,1314.02,0,0,0,1171612.179,1893546.809,41.86335402,-87.6454987,153
364,118993,1664737,100103650,PERMIT - PORCH CONSTRUCTION,STANDARD PLAN REVIEW,3/24/2006 0:00,00:00.0,3/24/2006 0:00,00:00.0,0,4738,W,JACKSON,BLVD,REMOVE ENCLOSED PORCH & REPLACE USING PROTOTYPE 2A OF 2 (FOR TYPE A CONFIGURATION),99.9,75,0,174.9,0,0,0,0,0,0,0,0,174.9,0,0,0,1144673.579,1898306.913,41.87696603,-87.74426896,57
365,119483,1665923,100104342,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,3/29/2006 0:00,00:00.0,4/10/2006 0:00,00:00.0,12,4820,W,QUINCY,ST,ERECT 3 D.U. MASONRY BUILDING as per plans. Conditional Permit. Subject to Field Inspection.,2095.2,75,1878,4048.2,0,0,0,0,0,0,0,0,4048.2,0,0,0,1144191.211,1898604.428,41.87779152,-87.74603262,57
366,119484,1665924,100104343,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,3/29/2006 0:00,00:00.0,4/10/2006 0:00,00:00.0,12,4818,W,QUINCY,ST,ERECT 3 D.U. MASONRY BUILDING AS PER PLANS. Conditional Permit. Subject to Field Inspection.,2100.2,75,1878,4053.2,0,0,0,0,0,0,0,0,4053.2,0,0,0,1144211.401,1898604.891,41.87779241,-87.74595847,57
367,119486,1665925,100104344,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,3/29/2006 0:00,00:00.0,4/10/2006 0:00,00:00.0,12,4814,W,QUINCY,ST,ERECT 3 D.U. MASONRY BUILDING AS PER PLANS. Conditional Permit. Subject to Field Inspection.,2100.2,75,1878,4053.2,0,0,0,0,0,0,0,0,4053.2,0,0,0,1144251.78,1898605.817,41.87779419,-87.74581018,57
368,119631,1666280,100104555,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,3/29/2006 0:00,00:00.0,4/20/2006 0:00,00:00.0,22,2711,S,SAWYER,AVE,Provide new door opening at existing window for single family residence per owners plans.,85,50,0,135,0,0,0,0,0,0,0,0,135,0,0,0,1155175.781,1885751.214,41.84230754,-87.70604458,157
369,119847,1666874,100104875,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,8/1/2006 0:00,00:00.0,8/1/2006 0:00,00:00.0,0,1428,W,SUPERIOR,ST,"Remodel existing 3rd. floor apartment, revise two units into one",612,50,0,662,0,0,0,0,0,0,0,0,662,0,0,0,1166589.53,1905157.231,41.89532287,-87.66360377,292
